9,12,13,14,15,16,17,code,context,question,fix,answers.all.A,answers.all.B,answers.text,answers.start_index,fact or implied,NP-RC,NP-RC edit,NP-NRC,Correct
Final,5caa534a19731a00190bb935,LC-A-A1,the tourist photographed the girl played a song.,What did the tourist do?,Y,photograph the girl playing a song,LC-A-A1,the tourist photographed the girl played a song.,What did the tourist do?,,"photographed the girl
photographed the girl played a song","photographed the girl
photographed the girl played a song
photographed",photographed the girl,12,F,the girl played a song,the girl,the tourist,0
Final,599a9252bbe848000179676e,LC-A-A1,the tourist photographed the girl played a song.,What did the tourist do?,Y,photographed the girl,LC-A-A1,the tourist photographed the girl played a song.,What did the tourist do?,,"photographed the girl
photographed the girl played a song","photographed the girl
photographed the girl played a song
photographed",photographed the girl,12,F,the girl played a song,the girl,the tourist,1
Final,5abb9bcff69e940001d9171e,LC-A-A1,the tourist photographed the girl played a song.,What did the tourist do?,Y,played a song,LC-A-A1,the tourist photographed the girl played a song.,What did the tourist do?,,"photographed the girl
photographed the girl played a song","photographed the girl
photographed the girl played a song
photographed",photographed the girl,12,F,the girl played a song,the girl,the tourist,0
Final,5b6f2884c727a90001529ef0,LC-A-A1,the tourist photographed the girl played a song.,What did the tourist do?,Y,photograph a girl,LC-A-A1,the tourist photographed the girl played a song.,What did the tourist do?,,"photographed the girl
photographed the girl played a song","photographed the girl
photographed the girl played a song
photographed",photographed the girl,12,F,the girl played a song,the girl,the tourist,0
Final,5e57a0020c3c6a14a1624031,LC-A-A1,the tourist photographed the girl played a song.,What did the tourist do?,Y,photographed the girl.,LC-A-A1,the tourist photographed the girl played a song.,What did the tourist do?,,"photographed the girl
photographed the girl played a song","photographed the girl
photographed the girl played a song
photographed",photographed the girl,12,F,the girl played a song,the girl,the tourist,1
Final,5caa534a19731a00190bb935,LC-U-A1,the bus driver knew the student who was called a bad name.,What did the bus driver do?,Y,knew the student,LC-U-A1,the bus driver knew the student who was called a bad name.,What did the bus driver do?,,"knew the student
knew the student who was called a bad name","knew the student
knew the student who was called a bad name",knew the student,15,F,the student who was called a bad name,the student,the bus driver,1
Final,599a9252bbe848000179676e,LC-U-A1,the bus driver knew the student who was called a bad name.,What did the bus driver do?,Y,called the student a bad name,LC-U-A1,the bus driver knew the student who was called a bad name.,What did the bus driver do?,,"knew the student
knew the student who was called a bad name","knew the student
knew the student who was called a bad name",knew the student,15,F,the student who was called a bad name,the student,the bus driver,0
Final,5abb9bcff69e940001d9171e,LC-U-A1,the bus driver knew the student who was called a bad name.,What did the bus driver do?,Y,knew the student,LC-U-A1,the bus driver knew the student who was called a bad name.,What did the bus driver do?,,"knew the student
knew the student who was called a bad name","knew the student
knew the student who was called a bad name",knew the student,15,F,the student who was called a bad name,the student,the bus driver,1
Final,5b6f2884c727a90001529ef0,LC-U-A1,the bus driver knew the student who was called a bad name.,What did the bus driver do?,Y,knew a student,LC-U-A1,the bus driver knew the student who was called a bad name.,What did the bus driver do?,,"knew the student
knew the student who was called a bad name","knew the student
knew the student who was called a bad name",knew the student,15,F,the student who was called a bad name,the student,the bus driver,0
Final,5e57a0020c3c6a14a1624031,LC-U-A1,the bus driver knew the student who was called a bad name.,What did the bus driver do?,Y,knew the student who was called a bad name.,LC-U-A1,the bus driver knew the student who was called a bad name.,What did the bus driver do?,,"knew the student
knew the student who was called a bad name","knew the student
knew the student who was called a bad name",knew the student,15,F,the student who was called a bad name,the student,the bus driver,1
Final,5caa534a19731a00190bb935,LC-U-A1,the lawyer chatted up the secretary who was poured a beer.,What did the lawyer do?,Y,chat up the secretary,LC-U-A1,the lawyer chatted up the secretary who was poured a beer.,What did the lawyer do?,,"chatted up the secretary
chatted up the secretary who was poured a beer","chatted up the secretary
chatted up the secretary who was poured a beer
chatted up
chatted",chatted up the secretary,11,F,the secretary who was poured a beer,the secretary,the lawyer,0
Final,599a9252bbe848000179676e,LC-U-A1,the lawyer chatted up the secretary who was poured a beer.,What did the lawyer do?,Y,chatted up ,LC-U-A1,the lawyer chatted up the secretary who was poured a beer.,What did the lawyer do?,,"chatted up the secretary
chatted up the secretary who was poured a beer","chatted up the secretary
chatted up the secretary who was poured a beer
chatted up
chatted",chatted up the secretary,11,F,the secretary who was poured a beer,the secretary,the lawyer,1
Final,5abb9bcff69e940001d9171e,LC-U-A1,the lawyer chatted up the secretary who was poured a beer.,What did the lawyer do?,Y,chatted up the secretary%0a,LC-U-A1,the lawyer chatted up the secretary who was poured a beer.,What did the lawyer do?,,"chatted up the secretary
chatted up the secretary who was poured a beer","chatted up the secretary
chatted up the secretary who was poured a beer
chatted up
chatted",chatted up the secretary,11,F,the secretary who was poured a beer,the secretary,the lawyer,0
Final,5b6f2884c727a90001529ef0,LC-U-A1,the lawyer chatted up the secretary who was poured a beer.,What did the lawyer do?,Y,chat with the secretary,LC-U-A1,the lawyer chatted up the secretary who was poured a beer.,What did the lawyer do?,,"chatted up the secretary
chatted up the secretary who was poured a beer","chatted up the secretary
chatted up the secretary who was poured a beer
chatted up
chatted",chatted up the secretary,11,F,the secretary who was poured a beer,the secretary,the lawyer,0
Final,5e57a0020c3c6a14a1624031,LC-U-A1,the lawyer chatted up the secretary who was poured a beer.,What did the lawyer do?,Y,chatted up the secretary.,LC-U-A1,the lawyer chatted up the secretary who was poured a beer.,What did the lawyer do?,,"chatted up the secretary
chatted up the secretary who was poured a beer","chatted up the secretary
chatted up the secretary who was poured a beer
chatted up
chatted",chatted up the secretary,11,F,the secretary who was poured a beer,the secretary,the lawyer,1
Final,5caa534a19731a00190bb935,LC-U-A1,several surgeons assisted the doctor who was delivered the donor organ.,What did several surgeons so?,Y,assist the doctor,LC-U-A1,several surgeons assisted the doctor who was delivered the donor organ.,What did several surgeons so?,,"assisted the doctor
assisted the doctor who was delivered the donor organ","assisted the doctor
assisted the doctor who was delivered the donor organ
assisted",assisted the doctor,17,F,the doctor who was delivered the donor organ,the doctor,several surgeons,0
Final,599a9252bbe848000179676e,LC-U-A1,several surgeons assisted the doctor who was delivered the donor organ.,What did several surgeons so?,Y,assisted the doctor who was delivered a donor organ,LC-U-A1,several surgeons assisted the doctor who was delivered the donor organ.,What did several surgeons so?,,"assisted the doctor
assisted the doctor who was delivered the donor organ","assisted the doctor
assisted the doctor who was delivered the donor organ
assisted",assisted the doctor,17,F,the doctor who was delivered the donor organ,the doctor,several surgeons,0
Final,5abb9bcff69e940001d9171e,LC-U-A1,several surgeons assisted the doctor who was delivered the donor organ.,What did several surgeons so?,Y,assisted the doctor,LC-U-A1,several surgeons assisted the doctor who was delivered the donor organ.,What did several surgeons so?,,"assisted the doctor
assisted the doctor who was delivered the donor organ","assisted the doctor
assisted the doctor who was delivered the donor organ
assisted",assisted the doctor,17,F,the doctor who was delivered the donor organ,the doctor,several surgeons,1
Final,5b6f2884c727a90001529ef0,LC-U-A1,several surgeons assisted the doctor who was delivered the donor organ.,What did several surgeons so?,Y,assisted the doctor,LC-U-A1,several surgeons assisted the doctor who was delivered the donor organ.,What did several surgeons so?,,"assisted the doctor
assisted the doctor who was delivered the donor organ","assisted the doctor
assisted the doctor who was delivered the donor organ
assisted",assisted the doctor,17,F,the doctor who was delivered the donor organ,the doctor,several surgeons,1
Final,5e57a0020c3c6a14a1624031,LC-U-A1,several surgeons assisted the doctor who was delivered the donor organ.,What did several surgeons so?,Y,assisted the surgeon.,LC-U-A1,several surgeons assisted the doctor who was delivered the donor organ.,What did several surgeons so?,,"assisted the doctor
assisted the doctor who was delivered the donor organ","assisted the doctor
assisted the doctor who was delivered the donor organ
assisted",assisted the doctor,17,F,the doctor who was delivered the donor organ,the doctor,several surgeons,0
Final,5caa534a19731a00190bb935,LC-A-A1,a professor talked to the student found a scholarship.,What did a professor do?,Y,talked to the student,LC-A-A1,a professor talked to the student found a scholarship.,What did a professor do?,,"talked to the student
talked to the student found a scholarship","talked to the student
talked to the student found a scholarship
talked",talked to the student,12,F,the student found a scholarship,the student,a professor,1
Final,599a9252bbe848000179676e,LC-A-A1,a professor talked to the student found a scholarship.,What did a professor do?,Y,talked the student,LC-A-A1,a professor talked to the student found a scholarship.,What did a professor do?,,"talked to the student
talked to the student found a scholarship","talked to the student
talked to the student found a scholarship
talked",talked to the student,12,F,the student found a scholarship,the student,a professor,0
Final,5abb9bcff69e940001d9171e,LC-A-A1,a professor talked to the student found a scholarship.,What did a professor do?,Y,talked to the student,LC-A-A1,a professor talked to the student found a scholarship.,What did a professor do?,,"talked to the student
talked to the student found a scholarship","talked to the student
talked to the student found a scholarship
talked",talked to the student,12,F,the student found a scholarship,the student,a professor,1
Final,5b6f2884c727a90001529ef0,LC-A-A1,a professor talked to the student found a scholarship.,What did a professor do?,Y,found a scholarship,LC-A-A1,a professor talked to the student found a scholarship.,What did a professor do?,,"talked to the student
talked to the student found a scholarship","talked to the student
talked to the student found a scholarship
talked",talked to the student,12,F,the student found a scholarship,the student,a professor,0
