code,context,question,fix,answers.all.A,answers.all.B,answers.text,answers.start_index,fact or implied,NP-RC,NP-RC edit,NP-NRC
GP-A-A2,the student called a bad name knew the bus driver.,What did the student get?,,"called a bad name
a bad name","called a bad name
a bad name
called a bad name
bad name",called a bad name,32,F,the student called a bad name,the student,the bus driver
GP-A-A2,the student found a scholarship talked to a professor.,What did the student get?,,"found a scholarship
a scholarship","found a scholarship
a scholarship
found a scholarship
scholarship",found a scholarship,34,F,the student found a scholarship,the student,a professor
GP-A-A2,the teenager burned a cd smiled at the cheerleader.,What did the teenager get?,,"burned a cd
a cd","burned a cd
a cd
burned a cd
cd",burned a cd,39,F,the teenager burned a cd,the teenager,the cheerleader
GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,35,F,the traveller booked the flight,the traveller,a cab driver
GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender
GP-A-A2,the woman painted the portrait waved at the mayor.,What did the woman get?,,"painted the portrait
the portrait","painted the portrait
the portrait
painted the portrait
portrait",painted the portrait,29,F,the woman painted the portrait,the woman,the mayor
GP-U-A2,the babysitter who was purchased a gift card thanked the parents.,What did the babysitter get?,,"purchased a gift card
a gift card","purchased a gift card
a gift card
purchased a gift card
gift card",purchased a gift card,35,F,the babysitter purchased a gift card,the babysitter,the parents
GP-U-A2,the boy who was sent an invitation hugged the tutor.,What did the boy get?,,"an invitation
an invitation","an invitation
sent an invitation
an invitation",an invitation,30,F,the boy sent an invitation,the boy,the tutor
GP-U-A2,the boyfriend who was left a voicemail distrusted the girlfriend.,What did the boyfriend get?,,"left a voicemail
a voicemail","left a voicemail
a voicemail
left a voicemail
voicemail",left a voicemail,40,F,the boyfriend left a voicemail,the boyfriend,the girlfriend
GP-U-A2,the brit who was served the first ace defeated the italian.,What did the brit get?,,"served the first ace
served the first ace","served the first ace
served the first ace
the first ace
first ace",served the first ace,30,F,the brit served the first ace,the brit,the italian
GP-U-A2,the chef who was presented the new knife greeted the audience.,What did the chef get?,,"the new knife
the new knife","the new knife
the new knife
new knife
new knife
presented the new knife",the new knife,40,F,the chef presented the new knife,the chef,the audience
GP-U-A2,the child who was bought an ice cream cone smiled at the cashier.,What did the child get?,,"bought an ice cream cone
an ice cream cone","bought an ice cream cone
an ice cream cone",bought an ice cream cone,32,F,the child bought an ice cream cone,the child,the cashier
GP-U-A2,the child who was read a story hugged the nanny.,What did the child get?,,"read a story
read a story","read a story
read a story
a story
story",read a story,27,F,the child read a story,the child,the nanny
GP-U-A2,the child who was saved a front row seat surprised the clown.,What did the child get?,,"saved a front row seat
a front row seat","saved a front row seat
a front row seat
saved a front row seat
front row seat",saved a front row seat,30,F,the child saved a front row seat,the child,the clown
GP-U-A2,the colonel who was granted leave phoned a travel agent.,What did the colonel get?,,"granted leave
leave","granted leave
leave",granted leave,34,F,the colonel granted leave,the colonel,a travel agent
GP-U-A2,the dispatcher who was handed a pink slip worried about the driver.,What did the dispatcher get?,,"handed a pink slip
a pink slip","handed a pink slip
a pink slip
handed a pink slip
pink slip",handed a pink slip,40,F,the dispatcher handed a pink slip,the dispatcher,the driver
GP-U-A2,the doctor who was delivered the donor organ assisted several surgeons.,What did the doctor get?,,"delivered the donor organ
the donor organ","delivered the donor organ
the donor organ
delivered the donor organ
donor organ",delivered the donor organ,37,F,the doctor delivered the donor organ,the doctor,several surgeons
GP-U-A2,the general who was awarded the medal annoyed the soldier.,What did the general get?,,"awarded the medal
the medal","awarded the medal
the medal
awarded the medal
medal",awarded the medal,32,F,the general awarded the medal,the general,the soldier
GP-U-A2,the girl who was passed a note tattled on the classmate.,What did the girl get?,,"passed a note
a note","passed a note
a note
passed a note
note",passed a note,34,F,the girl passed a note,the girl,the classmate
GP-U-A2,the girl who was played a song photographed the tourist.,What did the girl get?,,"played a song
a song","played a song
a song
played a song
song",played a song,34,F,the girl played a song,the girl,the tourist
GP-U-A2,the girl who was won a stuffed bear ignored the carnival worker.,What did the girl get?,,"won a stuffed bear
a stuffed bear","won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear",won a stuffed bear,37,F,the girl won a stuffed bear,the girl,the carnival worker
GP-U-A2,the golfer who was cooked a special meal toasted the host.,What did the golfer get?,,"cooked a special meal
a special meal","cooked a special meal
a special meal
cooked a special meal
special meal",cooked a special meal,28,F,the golfer cooked a special meal,the golfer,the host
GP-U-A2,the hobo who was cut a slice of cheese despised the beggar.,What did the hobo get?,,"cut a slice of cheese
a slice of cheese","cut a slice of cheese
a slice of cheese
cut a slice of cheese
slice of cheese",cut a slice of cheese,29,F,the hobo cut a slice of cheese,the hobo,the beggar
GP-U-A2,the inspector who was paid a fee argued with the fireman.,What did the inspector get?,,"paid a fee
a fee","paid a fee
a fee
paid a fee
fee",paid a fee,38,F,the inspector paid a fee,the inspector,the fireman
GP-U-A2,the instructor who was submitted the plagiarized papers visited the dean.,What did the instructor get?,,"submitted the plagiarized papers
the plagiarized papers","submitted the plagiarized papers
the plagiarized papers
submitted the plagiarized papers
plagiarized papers",submitted the plagiarized papers,32,F,the instructor submitted the plagiarized papers,the instructor,the dean
GP-U-A2,the manager who was prepared the report praised the employees.,What did the manager get?,,"prepared the report
the report","prepared the report
the report
prepared the report
report",prepared the report,34,F,the manager prepared the report,the manager,the employees
GP-U-A2,the millionaire who was sculpted a statue bragged to the banker.,What did the millionaire get?,,"sculpted a statue
a statue","sculpted a statue
a statue
sculpted a statue
statue",sculpted a statue,38,F,the millionaire sculpted a statue,the millionaire,the banker
GP-U-A2,the neighbour who was crocheted a blanket envied the mailman.,What did the neighbour get?,,"crocheted a blanket
a blanket","crocheted a blanket
a blanket
crocheted a blanket
blanket",crocheted a blanket,33,F,the neighbour crocheted a blanket,the neighbour,the mailman
GP-U-A2,the old man who was awarded the prize embraced a friend.,What did the old get?,,"awarded the prize
the prize","awarded the prize
the prize
awarded the prize
prize",awarded the prize,30,F,the old man awarded the prize,the old man,a friend
GP-U-A2,the pack leader who was knitted a scarf thanked the boy scout.,What did the pack get?,,"knitted a scarf
a scarf","knitted a scarf
a scarf
knitted a scarf
scarf",knitted a scarf,38,F,the pack leader knitted a scarf,the pack leader,the boy scout
GP-U-A2,the player who was tossed the ball interfered with the other team.,What did the player get?,,"tossed the ball
the ball","tossed the ball
the ball
tossed the ball
ball",tossed the ball,42,F,the player tossed the ball,the player,the other team
GP-U-A2,the priest who was mailed a request telephoned the cardinal.,What did the priest get?,,"mailed a request
a request","mailed a request
a request
mailed a request
request",mailed a request,35,F,the priest mailed a request,the priest,the cardinal
GP-U-A2,the principal who was taught the policy emailed the teacher.,What did the principal get?,,"taught the policy
the policy","taught the policy
the policy
taught the policy
policy",taught the policy,34,F,the principal taught the policy,the principal,the teacher
GP-U-A2,the prisoner who was procured a weekend pass whispered to the guard.,What did the prisoner get?,,"procured a weekend pass
a weekend pass","procured a weekend pass
a weekend pass
procured a weekend pass
weekend pass",procured a weekend pass,36,F,the prisoner procured a weekend pass,the prisoner,the guard
GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,,"told the rumour
the rumour","told the rumour
the rumour
told the rumour
rumour",told the rumour,35,F,the reporter told the rumour,the reporter,the witness
